1786943333	shadowfit-ai	9.05%	313.8MiB / 19.53GiB
1786943333	shadowfit-backend	88.15%	766.2MiB / 30.82GiB
1786943333	shadowfit-mysql	6.98%	587.4MiB / 30.82GiB
1786943340	shadowfit-ai	65.32%	1.624GiB / 19.53GiB
1786943340	shadowfit-backend	0.38%	765.3MiB / 30.82GiB
1786943340	shadowfit-mysql	0.60%	587.6MiB / 30.82GiB
1786943348	shadowfit-ai	66.11%	1.652GiB / 19.53GiB
1786943348	shadowfit-backend	0.32%	765.3MiB / 30.82GiB
1786943348	shadowfit-mysql	0.59%	587.6MiB / 30.82GiB
1786943355	shadowfit-ai	4.38%	1.136GiB / 19.53GiB
1786943355	shadowfit-backend	1.02%	769.6MiB / 30.82GiB
1786943355	shadowfit-mysql	1.63%	587.6MiB / 30.82GiB
